序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
892,2426,胜利精密,苏州胜利精密制造科技股份有限公司,江苏,苏州市,1591310.85,46225.78,7171,2010-06-08,--,,基础件,精密制造、智能制造、新能源,精密制造、智能制造和新能源
893,2427,*ST尤夫,浙江尤夫高新纤维股份有限公司,浙江,湖州市,511162.74,32752.45,3407,2010-06-08,--,,涤纶,化学纤维制造业、锂电池行业,涤纶工业长丝的研发、生产和销售
894,2428,云南锗业,云南临沧鑫圆锗业股份有限公司,云南,临沧市,46428.25,846.44,1496,2010-06-08,--,,稀有金属,有色金属,从锗矿和含锗褐煤矿中提锗，自有锗矿矿山和含锗褐煤矿山，建有集采、冶、销售于一体的锗生产基地，具有自营出口权。
895,2429,兆驰股份,深圳市兆驰股份有限公司,广东,深圳市,1022867.05,60292.75,8016,2010-06-10,--,,机顶盒,及液晶电视、互联网智能终端及视频服务、机顶盒及网络通信产品、LED产品及配件,家庭视听消费类电子产品研发、设计、生产、销售
896,2430,杭氧股份,杭州杭氧股份有限公司,浙江,杭州市,645179.92,36070.4,3960,2010-06-10,--,,其他专用机械,空分设备、气体销售、乙烯冷箱产品、工程总包,大中型空分设备、石化设备的生产和销售和工业气体的生产和销售
897,2431,棕榈股份,棕榈生态城镇发展股份有限公司,广东,中山市,525325.91,30427.36,1394,2010-06-10,--,,园林工程,园林工程、景观设计、苗木销售、生态城镇,风景园林规划设计、园林工程施工及苗木生产、销售。
898,2432,九安医疗,天津九安医疗电子股份有限公司,天津,天津市,59791.89,-16586.12,1879,2010-06-10,--,,医疗器械,家用医疗健康电子产品、健康管理云平台系统及服务,家用医疗器械的研发、生产及销售
899,2433,太安堂,广东太安堂药业股份有限公司,广东,汕头市,323894.06,29039.86,1698,2010-06-18,--,,中药生产,医药,中成药的研发、生产和销售
900,2434,万里扬,浙江万里扬股份有限公司,浙江,金华市,503019.66,64309.52,4901,2010-06-18,--,,汽车零部件,汽车零部件制造、农业装备零部件制造、融资租赁,研发、生产、销售汽车变速器及其它汽车零部件。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
901,2435,长江润发,长江润发医药股份有限公司,江苏,苏州市,298694.76,33469.36,1849,2010-06-18,--,,化学制剂,电梯导轨、医药,医药制造业务及机械制造业务
902,2436,兴森科技,深圳市兴森快捷电路科技股份有限公司,广东,深圳市,328296.48,16474.87,4920,2010-06-18,--,,印制电路板,PCB、军品、半导体,印制线路样板及小批量板的研发、生产、销售
903,2437,誉衡药业,哈尔滨誉衡药业股份有限公司,黑龙江,哈尔滨市,304188.35,30967.57,2640,2010-06-23,--,,化学制剂,心脑血管药物、骨科药物、营养类药物、抗感染药物、推广服务、电解质类药物、免疫增强药物、抗肿瘤药物,从事药品生产、销售
904,2438,江苏神通,江苏神通阀门股份有限公司,江苏,南通市,75566.14,6239.96,1260,2010-06-23,--,,基础件,冶金、核电、能源装备、节能服务,生产销售阀门及冶金、电力、化工机械、比例伺服阀
905,2439,启明星辰,启明星辰信息技术集团股份有限公司,北京,北京市,227852.53,45189.2,3781,2010-06-23,--,,其他软件服务,安全产品、安全服务、硬件,专注于信息安全领域，已经形成安全产品和安全服务两条业务主线，可以较为完备地覆盖客户的网络安全需求。
906,2440,闰土股份,浙江闰土股份有限公司,浙江,绍兴市,605698.35,93485.09,5626,2010-07-06,--,,印染化学品,专用化学产品,从事纺织染料、印染助剂和化工原料的研发、生产和销售
907,2441,众业达,众业达电气股份有限公司,广东,汕头市,760108.73,20062.3,2640,2010-07-06,--,,其他电气设备,能源、材料和机械电子设备批发业、电气机械及器材制造业,"通过自有的销售网络分销签约供应商的工业电气元器件产品,以及进行系统集成产品和成套制造产品的生产和销售。"
908,2442,龙星化工,龙星化工股份有限公司,河北,邢台市,270224.75,4995.9,1525,2010-07-06,--,,其他化学制品,橡胶用炭黑、白炭黑、工业萘、电力,橡胶用炭黑、白炭黑及工业萘等煤焦油加工业务
909,2443,金洲管道,浙江金洲管道科技股份有限公司,浙江,湖州市,386294.77,16265.16,1864,2010-07-06,--,,特钢,焊接钢管,高等级石油天然气输送用螺旋焊管、镀锌钢管、钢塑复合管的研发、制造和销售
910,2444,巨星科技,杭州巨星科技股份有限公司,浙江,杭州市,428061.01,54982.31,4862,2010-07-13,--,,金属制品,手工具、手持式电动工具、智能产品,五金工具的生产销售及进出口业务
911,2445,中南文化,中南红文化集团股份有限公司,江苏,无锡市,152530.28,29285.95,980,2010-07-13,--,,影视,文化传媒、金属制造,管件、法兰、管系和压力容器的研发、生产和销售
912,2446,盛路通信,广东盛路通信科技股份有限公司,广东,佛山市,95815.07,10077.74,2246,2010-07-13,--,,通信传输设备,通信设备、汽车电子、军工电子,通信设备的生产和销售，提供通讯工程建设劳务。
913,2447,晨鑫科技,大连晨鑫网络科技股份有限公司,辽宁,大连市,39188.58,27137.35,112,2010-07-13,--,,海洋渔业,围堰海参、海参加工品,移动游戏业务。
914,2448,中原内配,中原内配集团股份有限公司,河南,焦作市,150414.7,27922.97,4110,2010-07-16,--,,汽车零部件,气缸套,内燃机气缸套的研制、开发、制造、销售及技术服务
915,2449,国星光电,佛山市国星光电股份有限公司,广东,佛山市,347260.24,35913.39,5059,2010-07-16,--,,LED,半导体发光二极管(LED)及其应用产品,从事SMDLED器件及组件的的研发、生产和销售
916,2450,康得新,康得新复合材料集团股份有限公司,江苏,苏州市,1178907.35,247438.18,4081,2010-07-16,--,,化学新材料,制造业,从事先进高分子材料的研发、生产和销售
917,2451,摩恩电气,上海摩恩电气股份有限公司,上海,上海市,46746.85,5922.62,158,2010-07-20,--,,电线电缆,电缆、类金融,电线电缆、风电塔筒和租赁保理
918,2452,长高集团,湖南长高高压开关集团股份公司,湖南,长沙市,141571.46,6089.75,1605,2010-07-20,--,,其他输变电设备,高压隔离开关及接地开关、断路器及组合电器、成套、电气二次设备、房产、耐磨材料、机电设备、电动车高压配电箱总成、新能源汽车出租、服务、工程施工、设计、房屋租赁,高压隔离开关及接地开关的生产和销售
919,2453,华软科技,金陵华软科技股份有限公司,江苏,苏州市,147266.07,1566.59,1485,2010-07-20,--,,其他化学制品,精细化工产品 、精细化工产品、供应链管理,金融科技和供应链管理
920,2454,松芝股份,上海加冷松芝汽车空调股份有限公司,上海,上海市,417246.22,36610.39,3886,2010-07-20,--,,汽车零部件,车辆空调及零配件,专业从事移动式空调系统研发、生产及销售。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
921,2455,百川股份,江苏百川高科新材料股份有限公司,江苏,无锡市,246450.78,10457.46,813,2010-08-03,--,,其他化学制品,化工行业,醋酸丁酯和偏苯三酸酐的生产和销售
922,2456,欧菲科技,欧菲科技股份有限公司,广东,深圳市,3379103.14,82252.14,41826,2010-08-03,--,,光学元件,微摄像头模组、触摸屏和触控显示全贴合模组、指纹识别模组、智能汽车电子产品和服务,触控显示类业务、摄像通讯类业务和生物识别类业务
923,2457,青龙管业,宁夏青龙管业股份有限公司,宁夏,吴忠市,118556.43,1926.76,1623,2010-08-03,--,,管材,主流供排水管道产品、节水灌溉产品、燃气管道、新型节能供热管道及上述产品配套管件,各类供水、排水管道的研发、制造和销售
924,2458,益生股份,山东益生种畜禽股份有限公司,山东,烟台市,65640.49,-31036.82,3220,2010-08-10,--,,畜牧养殖,父母代肉种雏鸡、父母代蛋种雏鸡、商品肉雏鸡、种猪、商品猪、生物肥料以及乳品,祖代种鸡的引进与饲养、父母代种雏鸡的生产与销售、商品肉雏鸡的生产与销售、饲料的生产、种猪和商品猪的饲养和销售、奶牛的饲养与牛奶销售。
925,2459,天业通联,秦皇岛天业通联重工股份有限公司,河北,秦皇岛市,35691.23,2216.8,708,2010-08-10,--,,工程机械,架桥机、运架一体机、运梁车、提梁机、模具,铁路桥梁施工起重运输设备的制造和销售
926,2460,赣锋锂业,江西赣锋锂业股份有限公司,江西,新余市,438344.61,146907.81,3327,2010-08-10,--,,稀有金属,锂化合物、金属锂、锂电池、锂电池回收,各种深加工锂产品的研究、开发、生产与销售
927,2461,珠江啤酒,广州珠江啤酒股份有限公司,广东,广州市,376360.83,18536.39,4197,2010-08-18,--,,啤酒,啤酒销售、酵母饲料销售、包装材料、租赁餐饮服务等,啤酒的制造、加工、销售
928,2462,嘉事堂,嘉事堂药业股份有限公司,北京,北京市,1423889.97,26364.16,2587,2010-08-18,--,,医药商业,医药批发、医药连锁、医药物流,医药批发、连锁零售业务，2005年公司开始经营与医药批发、零售相关的医药物流业务，在满足公司自身医药批发、零售需求的基础上，开展第三方医药物流配送业务。
929,2463,沪电股份,沪士电子股份有限公司,江苏,苏州市,462674.43,20351.77,7580,2010-08-18,--,,印制电路板,PCB,从事单、双面及多层电路板、高密度互连积层板(HDI)、电路板组装产品、电子设备使用的连接线和连接器等产品及同类和相关产品的批发、进出口业务。
930,2464,众应互联,众应互联科技股份有限公司,江苏,苏州市,50492.8,19222.46,116,2010-08-31,--,,电子商务B2B,游戏授权/注册码、游戏虚拟物品、返利收入、全球移动大数据流量分发、移动游戏运营服务、商品销售,为正版授权/注册码及游戏虚拟物品提供相关交易服务
931,2465,海格通信,广州海格通信集团股份有限公司,广东,广州市,335207.07,29328.42,9367,2010-08-31,--,,通信传输设备,无线通信、北斗导航、泛航空、软件与信息服务,通信设备、导航设备的研制、生产、销售和服务
932,2466,天齐锂业,天齐锂业股份有限公司,四川,遂宁市,547003.99,214503.88,1384,2010-08-31,--,,锂,锂化合物及衍生品,锂精矿及锂化工产品的生产、加工和销售。
933,2467,二六三,二六三网络通信股份有限公司,北京,北京市,83585.17,3098.69,1120,2010-09-08,--,,通信运营,虚拟运营通信服务,增值通信服务、企业通信服务、海外互联网综合服务业务及其他
934,2468,申通快递,申通快递股份有限公司,浙江,台州市,1265724.14,148783.62,14117,2010-09-08,--,,物流,快递服务、物料销售,快递服务业
935,2469,三维工程,山东三维石化工程股份有限公司,山东,淄博市,75405.17,5726.27,460,2010-09-08,--,,专业工程,工程咨询、工程设计、工程总承包、催化剂,工程设计及工程总承包;催化剂的生产及销售
936,2470,金正大,金正大生态工程集团股份有限公司,山东,临沂市,1983354.01,71549.94,8519,2010-09-08,--,,复合肥,肥料,研发、生产、销售各类农用肥料、原材料及提供相关许可范围内的资讯服务。
937,2471,中超控股,江苏中超控股股份有限公司,江苏,无锡市,741474.07,8371.84,3627,2010-09-10,--,,电线电缆,电力电缆、电气装备用电线电缆、裸电线、电缆材料、电缆接头、电磁线、金属材料、紫砂壶及其配件,电力电缆、电气装备用电线电缆、裸电线、电缆材料、电缆接头、电磁线的生产和销售，以及紫砂壶及其配件、金属材料的销售。
938,2472,双环传动,浙江双环传动机械股份有限公司,浙江,台州市,263894.7,24260.11,4511,2010-09-10,--,,汽车零部件,乘用车齿轮、工程机械齿轮、商用车齿轮、钢材销售,齿轮产品的生产与销售
939,2473,*ST圣莱,宁波圣莱达电器股份有限公司,浙江,宁波市,11733.78,-5689.83,382,2010-09-10,--,,小家电,小家电销售、影视文化、软件服务,温控器及电热水壶的研发、生产和销售
